month,product_id,actual_units_sold
2020-10-01,P014,1584
2020-10-01,P015,1482
2020-10-01,P016,2005
2020-10-01,P017,3266
2020-10-01,P018,947
2020-10-01,P019,2672
2020-10-01,P020,3301
2020-10-01,P021,1995
2020-10-01,P022,917
2020-10-01,P023,613
2020-10-01,P024,1018
2020-10-01,P025,644
2020-10-01,P026,1358
2020-10-01,P027,4368
2020-10-01,P028,2481
2020-10-01,P029,3629
2020-10-01,P030,5886
2020-10-01,P031,1304
2020-10-01,P032,3179
2020-10-01,P033,4451
2020-10-01,P034,3380
2020-10-01,P035,4154
2020-10-01,P036,3504
2020-10-01,P037,1648
2020-10-01,P038,1861
2020-10-01,P039,1551
2020-10-01,P040,4540
2020-11-01,P001,1652
2020-11-01,P002,4488
2020-11-01,P003,576
2020-11-01,P004,5374
2020-11-01,P005,1381
2020-11-01,P006,999
2020-11-01,P007,1313
2020-11-01,P008,1311
2020-11-01,P009,2196
2020-11-01,P010,1931
2020-11-01,P011,5665
2020-11-01,P012,1382
2020-11-01,P013,5991
2020-11-01,P014,1324
2020-11-01,P015,1846
2020-11-01,P016,2341
2020-11-01,P017,2517
2020-11-01,P018,1398
2020-11-01,P019,1906
2020-11-01,P020,4804
2020-11-01,P021,2069
2020-11-01,P022,1712
2020-11-01,P023,760
2020-11-01,P024,878
2020-11-01,P025,625
2020-11-01,P026,1262
2020-11-01,P027,3648
2020-11-01,P028,3006
2020-11-01,P029,5205
2020-11-01,P030,4433
2020-11-01,P031,1373
2020-11-01,P032,3037
2020-11-01,P033,5326
2020-11-01,P034,2430
2020-11-01,P035,4021
2020-11-01,P036,4527
2020-11-01,P037,869
2020-11-01,P038,1444
2020-11-01,P039,1554
2020-11-01,P040,4907
2020-12-01,P001,2289
2020-12-01,P002,6667
2020-12-01,P003,512
2020-12-01,P004,6400
2020-12-01,P005,1242
2020-12-01,P006,1270
2020-12-01,P007,1427
2020-12-01,P008,1129
2020-12-01,P009,2263
2020-12-01,P010,2447
2020-12-01,P011,7557
2020-12-01,P012,988
2020-12-01,P013,6806
2020-12-01,P014,1530
2020-12-01,P015,2085
2020-12-01,P016,1770
2020-12-01,P017,3559
2020-12-01,P018,1230
2020-12-01,P019,2102
2020-12-01,P020,4611
2020-12-01,P021,1938
2020-12-01,P022,1683
2020-12-01,P023,942
2020-12-01,P024,1413
2020-12-01,P025,798
2020-12-01,P026,1487
2020-12-01,P027,4329
2020-12-01,P028,3075
2020-12-01,P029,3683
2020-12-01,P030,5661
2020-12-01,P031,1971
2020-12-01,P032,2596
2020-12-01,P033,2218
2020-12-01,P034,4526
2020-12-01,P035,6155
2020-12-01,P036,3364
2020-12-01,P037,857
2020-12-01,P038,1937
2020-12-01,P039,1699
2020-12-01,P040,5608
2021-01-01,P001,1877
2021-01-01,P002,7681
2021-01-01,P003,839
2021-01-01,P004,4402
2021-01-01,P005,1689
2021-01-01,P006,1517
2021-01-01,P007,1734
2021-01-01,P008,1278
2021-01-01,P009,2175
2021-01-01,P010,2580
2021-01-01,P011,4908
2021-01-01,P012,1502
2021-01-01,P013,6131
2021-01-01,P014,2571
2021-01-01,P015,2080
2021-01-01,P016,3348
2021-01-01,P017,2755
2021-01-01,P018,1722
2021-01-01,P019,3008
2021-01-01,P020,3608
2021-01-01,P021,2079
2021-01-01,P022,2580
2021-01-01,P023,785
2021-01-01,P024,1200
2021-01-01,P025,858
2021-01-01,P026,1285
2021-01-01,P027,4982
2021-01-01,P028,3023
2021-01-01,P029,3056
2021-01-01,P030,4519
2021-01-01,P031,1913
2021-01-01,P032,3089
2021-01-01,P033,2260
2021-01-01,P034,4286
2021-01-01,P035,4652
2021-01-01,P036,3422
2021-01-01,P037,1086
2021-01-01,P038,2609
2021-01-01,P039,2060
2021-01-01,P040,9316
2021-02-01,P001,2534
2021-02-01,P002,7982
2021-02-01,P003,811
2021-02-01,P004,7861
2021-02-01,P005,1797
2021-02-01,P006,1475
2021-02-01,P007,1689
2021-02-01,P008,1356
2021-02-01,P009,2195
2021-02-01,P010,2864
2021-02-01,P011,10499
2021-02-01,P012,1460
2021-02-01,P013,6549
2021-02-01,P014,2243
2021-02-01,P015,2206
2021-02-01,P016,3246
2021-02-01,P017,2092
2021-02-01,P018,1426
2021-02-01,P019,2695
2021-02-01,P020,2519
2021-02-01,P021,1889
2021-02-01,P022,1826
2021-02-01,P023,862
2021-02-01,P024,2086
2021-02-01,P025,893
2021-02-01,P026,1345
2021-02-01,P027,5690
2021-02-01,P028,3926
2021-02-01,P029,3912
2021-02-01,P030,5877
2021-02-01,P031,2079
2021-02-01,P032,3499
2021-02-01,P033,5640
2021-02-01,P034,3976
2021-02-01,P035,5414
2021-02-01,P036,3439
2021-02-01,P037,1529
2021-02-01,P038,2305
2021-02-01,P039,1629
2021-02-01,P040,4667
2021-03-01,P001,2760
2021-03-01,P002,7247
2021-03-01,P003,733
2021-03-01,P004,6974
2021-03-01,P005,2044
2021-03-01,P006,821
2021-03-01,P007,1516
2021-03-01,P008,1323
2021-03-01,P009,3193
2021-03-01,P010,2749
2021-03-01,P011,9804
2021-03-01,P012,1355
2021-03-01,P013,5845
2021-03-01,P014,2409
2021-03-01,P015,2469
2021-03-01,P016,3204
2021-03-01,P017,3854
2021-03-01,P018,1852
2021-03-01,P019,3323
2021-03-01,P020,5714
2021-03-01,P021,2557
2021-03-01,P022,1590
2021-03-01,P023,600
2021-03-01,P024,2162
2021-03-01,P025,1135
2021-03-01,P026,1419
2021-03-01,P027,3804
2021-03-01,P028,3536
2021-03-01,P029,5830
2021-03-01,P030,10279
2021-03-01,P031,2176
2021-03-01,P032,3590
2021-03-01,P033,4315
2021-03-01,P034,4205
2021-03-01,P035,4697
2021-03-01,P036,3635
2021-03-01,P037,2207
2021-03-01,P038,3435
2021-03-01,P039,2644
2021-03-01,P040,5829
2021-04-01,P001,2873
2021-04-01,P002,8958
2021-04-01,P003,956
2021-04-01,P004,9056
2021-04-01,P005,1929
2021-04-01,P006,1473
2021-04-01,P007,2128
2021-04-01,P008,1622
2021-04-01,P009,1749
2021-04-01,P010,2695
2021-04-01,P011,7697
2021-04-01,P012,1343
2021-04-01,P013,10255
2021-04-01,P014,2924
2021-04-01,P015,3163
2021-04-01,P016,3108
2021-04-01,P017,5182
2021-04-01,P018,1801
2021-04-01,P019,3409
2021-04-01,P020,3937
2021-04-01,P021,2471
2021-04-01,P022,2425
2021-04-01,P023,756
2021-04-01,P024,1883
2021-04-01,P025,981
2021-04-01,P026,2344
2021-04-01,P027,7275
2021-04-01,P028,3548
2021-04-01,P029,5316
2021-04-01,P030,7772
2021-04-01,P031,2009
2021-04-01,P032,3216
2021-04-01,P033,5192
2021-04-01,P034,3637
2021-04-01,P035,3818
2021-04-01,P036,4948
2021-04-01,P037,1759
2021-04-01,P038,1658
2021-04-01,P039,2187
2021-04-01,P040,8730
2021-05-01,P001,2898
2021-05-01,P002,9414
2021-05-01,P003,884
2021-05-01,P004,5922
2021-05-01,P005,1371
2021-05-01,P006,1367
2021-05-01,P007,2024
2021-05-01,P008,1797
2021-05-01,P009,3035
2021-05-01,P010,2539
2021-05-01,P011,6399
2021-05-01,P012,1577
2021-05-01,P013,7876
2021-05-01,P014,2180
2021-05-01,P015,2163
2021-05-01,P016,3056
2021-05-01,P017,3609
2021-05-01,P018,1567
2021-05-01,P019,3410
2021-05-01,P020,4558
2021-05-01,P021,2381
2021-05-01,P022,2486
2021-05-01,P023,768
2021-05-01,P024,1724
2021-05-01,P025,1172
2021-05-01,P026,1377
2021-05-01,P027,3500
2021-05-01,P028,2315
2021-05-01,P029,5031
2021-05-01,P030,7625
2021-05-01,P031,2000
2021-05-01,P032,4569
2021-05-01,P033,2451
2021-05-01,P034,4537
2021-05-01,P035,6571
2021-05-01,P036,3552
2021-05-01,P037,1506
2021-05-01,P038,2155
2021-05-01,P039,1846
2021-05-01,P040,6694
2021-06-01,P001,2885
2021-06-01,P002,10174
2021-06-01,P003,792
2021-06-01,P004,9374
2021-06-01,P005,1632
2021-06-01,P006,1580
2021-06-01,P007,1807
2021-06-01,P008,1477
2021-06-01,P009,2572
2021-06-01,P010,4063
2021-06-01,P011,9495
2021-06-01,P012,1403
2021-06-01,P013,8582
2021-06-01,P014,2021
2021-06-01,P015,2102
2021-06-01,P016,3239
2021-06-01,P017,3846
2021-06-01,P018,1768
2021-06-01,P019,3101
2021-06-01,P020,5038
2021-06-01,P021,2324
2021-06-01,P022,1375
2021-06-01,P023,990
2021-06-01,P024,1499
2021-06-01,P025,742
2021-06-01,P026,1641
2021-06-01,P027,5878
2021-06-01,P028,2903
2021-06-01,P029,5480
2021-06-01,P030,5280
2021-06-01,P031,1827
2021-06-01,P032,3303
2021-06-01,P033,4969
2021-06-01,P034,4228
2021-06-01,P035,3808
2021-06-01,P036,4798
2021-06-01,P037,1557
2021-06-01,P038,1502
2021-06-01,P039,1357
2021-06-01,P040,6804
2021-07-01,P001,2170
2021-07-01,P002,6786
2021-07-01,P003,776
2021-07-01,P004,6606
2021-07-01,P005,1768
2021-07-01,P006,945
2021-07-01,P007,1425
2021-07-01,P008,1144
2021-07-01,P009,2364
2021-07-01,P010,2889
2021-07-01,P011,6904
2021-07-01,P012,884
2021-07-01,P013,4413
2021-07-01,P014,1732
2021-07-01,P015,1928
2021-07-01,P016,2402
2021-07-01,P017,3587
2021-07-01,P018,1480
2021-07-01,P019,3365
2021-07-01,P020,3802
2021-07-01,P021,1796
2021-07-01,P022,2291
2021-07-01,P023,628
2021-07-01,P024,1760
2021-07-01,P025,878
2021-07-01,P026,1504
2021-07-01,P027,7094
2021-07-01,P028,2743
2021-07-01,P029,6085
2021-07-01,P030,6418
2021-07-01,P031,1481
2021-07-01,P032,3431
2021-07-01,P033,3665
2021-07-01,P034,3169
2021-07-01,P035,4794
2021-07-01,P036,4349
2021-07-01,P037,1273
2021-07-01,P038,2695
2021-07-01,P039,2358
2021-07-01,P040,8176
2021-08-01,P001,2227
2021-08-01,P002,8166
2021-08-01,P003,504
2021-08-01,P004,5481
2021-08-01,P005,1181
2021-08-01,P006,1085
2021-08-01,P007,1452
2021-08-01,P008,1221
2021-08-01,P009,2786
2021-08-01,P010,2069
2021-08-01,P011,7576
2021-08-01,P012,1314
2021-08-01,P013,6294
2021-08-01,P014,1852
2021-08-01,P015,2189
2021-08-01,P016,2904
2021-08-01,P017,4382
2021-08-01,P018,1532
2021-08-01,P019,2920
2021-08-01,P020,3134
2021-08-01,P021,1868
2021-08-01,P022,2300
2021-08-01,P023,878
2021-08-01,P024,1586
2021-08-01,P025,901
2021-08-01,P026,1557
2021-08-01,P027,6182
2021-08-01,P028,3009
2021-08-01,P029,3847
2021-08-01,P030,6642
2021-08-01,P031,985
2021-08-01,P032,3335
2021-08-01,P033,1169
2021-08-01,P034,2263
2021-08-01,P035,4484
2021-08-01,P036,3975
2021-08-01,P037,1050
2021-08-01,P038,1787
2021-08-01,P039,2253
2021-08-01,P040,5312
2021-09-01,P001,2565
2021-09-01,P002,6040
2021-09-01,P003,724
2021-09-01,P004,7294
2021-09-01,P005,1348
2021-09-01,P006,841
2021-09-01,P007,1464
2021-09-01,P008,1172
2021-09-01,P009,1478
2021-09-01,P010,1914
2021-09-01,P011,5611
2021-09-01,P012,1475
2021-09-01,P013,5879
2021-09-01,P014,1663
2021-09-01,P015,1852
2021-09-01,P016,2351
2021-09-01,P017,3487
2021-09-01,P018,1121
2021-09-01,P019,2094
2021-09-01,P020,4680
2021-09-01,P021,1678
2021-09-01,P022,1306
2021-09-01,P023,778
2021-09-01,P024,1552
2021-09-01,P025,593
2021-09-01,P026,1403
2021-09-01,P027,5386
2021-09-01,P028,2875
2021-09-01,P029,4311
2021-09-01,P030,4215
2021-09-01,P031,1646
2021-09-01,P032,2816
2021-09-01,P033,3680
2021-09-01,P034,3818
2021-09-01,P035,5019
2021-09-01,P036,4561
2021-09-01,P037,1546
2021-09-01,P038,1919
2021-09-01,P039,1810
2021-09-01,P040,6388
2021-10-01,P001,1942
2021-10-01,P002,6064
2021-10-01,P003,752
2021-10-01,P004,5327
2021-10-01,P005,1119
2021-10-01,P006,915
2021-10-01,P007,1583
2021-10-01,P008,1152
2021-10-01,P009,2034
2021-10-01,P010,2237
2021-10-01,P011,5961
2021-10-01,P012,1409
2021-10-01,P013,6142
2021-10-01,P014,1367
2021-10-01,P015,2384
2021-10-01,P016,2012
2021-10-01,P017,2031
2021-10-01,P018,1085
2021-10-01,P019,2056
2021-10-01,P020,3788
2021-10-01,P021,1675
2021-10-01,P022,1663
2021-10-01,P023,781
2021-10-01,P024,1490
2021-10-01,P025,771
2021-10-01,P026,1415
2021-10-01,P027,5157
2021-10-01,P028,1635
2021-10-01,P029,3537
2021-10-01,P030,3233
2021-10-01,P031,1546
2021-10-01,P032,2892
2021-10-01,P033,4816
2021-10-01,P034,3936
2021-10-01,P035,3941
2021-10-01,P036,3068
2021-10-01,P037,1329
2021-10-01,P038,1717
2021-10-01,P039,1664
2021-10-01,P040,6485
2021-11-01,P001,1804
2021-11-01,P002,7031
2021-11-01,P003,755
2021-11-01,P004,4469
2021-11-01,P005,1552
2021-11-01,P006,1117
2021-11-01,P007,1511
2021-11-01,P008,1054
2021-11-01,P009,1660
2021-11-01,P010,1804
2021-11-01,P011,7320
2021-11-01,P012,1091
2021-11-01,P013,6363
2021-11-01,P014,1399
2021-11-01,P015,1819
2021-11-01,P016,2310
2021-11-01,P017,4632
2021-11-01,P018,1030
2021-11-01,P019,3111
2021-11-01,P020,3957
2021-11-01,P021,1888
2021-11-01,P022,1870
2021-11-01,P023,780
2021-11-01,P024,1412
2021-11-01,P025,910
2021-11-01,P026,1239
2021-11-01,P027,5771
2021-11-01,P028,2386
2021-11-01,P029,3837
2021-11-01,P030,4615
2021-11-01,P031,1677
2021-11-01,P032,3651
2021-11-01,P033,4019
2021-11-01,P034,3131
2021-11-01,P035,3016
2021-11-01,P036,3312
2021-11-01,P037,894
2021-11-01,P038,1608
2021-11-01,P039,1775
2021-11-01,P040,7015
2021-12-01,P001,2901
2021-12-01,P002,5689
2021-12-01,P003,891
2021-12-01,P004,6166
2021-12-01,P005,1367
2021-12-01,P006,1143
2021-12-01,P007,1599
2021-12-01,P008,1275
2021-12-01,P009,1937
2021-12-01,P010,1550
2021-12-01,P011,4858
2021-12-01,P012,1514
2021-12-01,P013,5882
2021-12-01,P014,1681
2021-12-01,P015,2021
2021-12-01,P016,2756
2021-12-01,P017,3430
2021-12-01,P018,1286
2021-12-01,P019,3206
2021-12-01,P020,5380
2021-12-01,P021,2031
2021-12-01,P022,2323
2021-12-01,P023,929
2021-12-01,P024,1819
2021-12-01,P025,874
2021-12-01,P026,1592
2021-12-01,P027,5528
2021-12-01,P028,2305
2021-12-01,P029,4650
2021-12-01,P030,4556
2021-12-01,P031,1491
2021-12-01,P032,3814
2021-12-01,P033,5074
2021-12-01,P034,4501
2021-12-01,P035,3906
2021-12-01,P036,2914
2021-12-01,P037,1276
2021-12-01,P038,2136
2021-12-01,P039,1841
2021-12-01,P040,7247
2022-01-01,P001,2140
2022-01-01,P002,7466
2022-01-01,P003,660
2022-01-01,P004,6936
2022-01-01,P005,1521
2022-01-01,P006,1018
2022-01-01,P007,1659
2022-01-01,P008,1324
2022-01-01,P009,2152
2022-01-01,P010,3153
2022-01-01,P011,7456
2022-01-01,P012,1426
2022-01-01,P013,3912
2022-01-01,P014,1723
2022-01-01,P015,2069
2022-01-01,P016,2287
2022-01-01,P017,4573
2022-01-01,P018,1531
2022-01-01,P019,3498
2022-01-01,P020,4480
2022-01-01,P021,2067
2022-01-01,P022,2067
2022-01-01,P023,839
2022-01-01,P024,2126
2022-01-01,P025,588
2022-01-01,P026,995
2022-01-01,P027,4831
2022-01-01,P028,3117
2022-01-01,P029,5024
2022-01-01,P030,7406
2022-01-01,P031,1718
2022-01-01,P032,3973
2022-01-01,P033,5670
2022-01-01,P034,3892
2022-01-01,P035,5331
2022-01-01,P036,4175
2022-01-01,P037,1297
2022-01-01,P038,2582
2022-01-01,P039,2003
2022-01-01,P040,6396
2022-02-01,P001,2926
2022-02-01,P002,3827
2022-02-01,P003,653
2022-02-01,P004,5222
2022-02-01,P005,1529
2022-02-01,P006,1194
2022-02-01,P007,1457
2022-02-01,P008,1261
2022-02-01,P009,2057
2022-02-01,P010,3737
2022-02-01,P011,11135
2022-02-01,P012,1491
2022-02-01,P013,6725
2022-02-01,P014,1766
2022-02-01,P015,1453
2022-02-01,P016,2749
2022-02-01,P017,3086
2022-02-01,P018,1672
2022-02-01,P019,2322
2022-02-01,P020,4036
2022-02-01,P021,2259
2022-02-01,P022,2430
2022-02-01,P023,963
2022-02-01,P024,1415
2022-02-01,P025,1050
2022-02-01,P026,1432
2022-02-01,P027,6571
2022-02-01,P028,3340
2022-02-01,P029,3617
2022-02-01,P030,6821
2022-02-01,P031,2054
2022-02-01,P032,4037
2022-02-01,P033,4917
2022-02-01,P034,5278
2022-02-01,P035,5781
2022-02-01,P036,4085
2022-02-01,P037,1762
2022-02-01,P038,3381
2022-02-01,P039,2860
2022-02-01,P040,5191
2022-03-01,P001,2221
2022-03-01,P002,10244
2022-03-01,P003,738
2022-03-01,P004,5299
2022-03-01,P005,1571
2022-03-01,P006,1398
2022-03-01,P007,1915
2022-03-01,P008,1399
2022-03-01,P009,2251
2022-03-01,P010,2261
2022-03-01,P011,7098
2022-03-01,P012,2293
2022-03-01,P013,8086
2022-03-01,P014,2601
2022-03-01,P015,2231
2022-03-01,P016,2856
2022-03-01,P017,3478
2022-03-01,P018,934
2022-03-01,P019,2560
2022-03-01,P020,3196
2022-03-01,P021,1595
2022-03-01,P022,1813
2022-03-01,P023,1151
2022-03-01,P024,1875
2022-03-01,P025,1165
2022-03-01,P026,1891
2022-03-01,P027,7098
2022-03-01,P028,2950
2022-03-01,P029,5537
2022-03-01,P030,8778
2022-03-01,P031,1890
2022-03-01,P032,4214
2022-03-01,P033,5927
2022-03-01,P034,3784
2022-03-01,P035,3926
2022-03-01,P036,3546
2022-03-01,P037,1659
2022-03-01,P038,2733
2022-03-01,P039,1907
2022-03-01,P040,7279
2022-04-01,P001,2808
