month,product_id,ending_inventory_units
2020-09-01,P035,6538
2020-09-01,P036,7559
2020-09-01,P037,1559
2020-09-01,P038,3378
2020-09-01,P039,1527
2020-09-01,P040,15200
2020-10-01,P001,1439
2020-10-01,P002,11752
2020-10-01,P003,1939
2020-10-01,P004,6645
2020-10-01,P005,2230
2020-10-01,P006,1762
2020-10-01,P007,2539
2020-10-01,P008,2436
2020-10-01,P009,3269
2020-10-01,P010,3419
2020-10-01,P011,6734
2020-10-01,P012,1569
2020-10-01,P013,11384
2020-10-01,P014,1945
2020-10-01,P015,2489
2020-10-01,P016,3601
2020-10-01,P017,5306
2020-10-01,P018,1769
2020-10-01,P019,3094
2020-10-01,P020,1893
2020-10-01,P021,4375
2020-10-01,P022,1579
2020-10-01,P023,846
2020-10-01,P024,1097
2020-10-01,P025,712
2020-10-01,P026,1497
2020-10-01,P027,2597
2020-10-01,P028,3074
2020-10-01,P029,4498
2020-10-01,P030,9596
2020-10-01,P031,2290
2020-10-01,P032,7020
2020-10-01,P033,7851
2020-10-01,P034,3918
2020-10-01,P035,4965
2020-10-01,P036,6783
2020-10-01,P037,1547
2020-10-01,P038,2189
2020-10-01,P039,2077
2020-10-01,P040,9896
2020-11-01,P001,1800
2020-11-01,P002,9879
2020-11-01,P003,850
2020-11-01,P004,6490
2020-11-01,P005,3078
2020-11-01,P006,2166
2020-11-01,P007,2160
2020-11-01,P008,1387
2020-11-01,P009,5534
2020-11-01,P010,1128
2020-11-01,P011,7730
2020-11-01,P012,1983
2020-11-01,P013,11482
2020-11-01,P014,1389
2020-11-01,P015,3494
2020-11-01,P016,4225
2020-11-01,P017,5374
2020-11-01,P018,2072
2020-11-01,P019,1931
2020-11-01,P020,6135
2020-11-01,P021,2200
2020-11-01,P022,3024
2020-11-01,P023,929
2020-11-01,P024,1659
2020-11-01,P025,1124
2020-11-01,P026,2740
2020-11-01,P027,5297
2020-11-01,P028,4183
2020-11-01,P029,9317
2020-11-01,P030,7769
2020-11-01,P031,2986
2020-11-01,P032,6974
2020-11-01,P033,4994
2020-11-01,P034,2866
2020-11-01,P035,5295
2020-11-01,P036,7539
2020-11-01,P037,1271
2020-11-01,P038,3100
2020-11-01,P039,2064
2020-11-01,P040,6830
2020-12-01,P001,3525
2020-12-01,P002,9737
2020-12-01,P003,1149
2020-12-01,P004,11939
2020-12-01,P005,2867
2020-12-01,P006,3333
2020-12-01,P007,1464
2020-12-01,P008,2559
2020-12-01,P009,4044
2020-12-01,P010,3863
2020-12-01,P011,12655
2020-12-01,P012,1592
2020-12-01,P013,17251
2020-12-01,P014,1687
2020-12-01,P015,3669
2020-12-01,P016,2824
2020-12-01,P017,4889
2020-12-01,P018,2046
2020-12-01,P019,2368
2020-12-01,P020,5294
2020-12-01,P021,2556
2020-12-01,P022,2926
2020-12-01,P023,1574
2020-12-01,P024,2427
2020-12-01,P025,1363
2020-12-01,P026,1809
2020-12-01,P027,3938
2020-12-01,P028,7109
2020-12-01,P029,5373
2020-12-01,P030,10783
2020-12-01,P031,3980
2020-12-01,P032,4919
2020-12-01,P033,3834
2020-12-01,P034,6896
2020-12-01,P035,8084
2020-12-01,P036,7664
2020-12-01,P037,297
2020-12-01,P038,3173
2020-12-01,P039,2160
2020-12-01,P040,6182
2021-01-01,P001,3607
2021-01-01,P002,18603
2021-01-01,P003,1338
2021-01-01,P004,8779
2021-01-01,P005,3069
2021-01-01,P006,2357
2021-01-01,P007,2290
2021-01-01,P008,2489
2021-01-01,P009,2995
2021-01-01,P010,4313
2021-01-01,P011,8175
2021-01-01,P012,1526
2021-01-01,P013,12844
2021-01-01,P014,3138
2021-01-01,P015,3750
2021-01-01,P016,7677
2021-01-01,P017,3043
2021-01-01,P018,2622
2021-01-01,P019,3512
2021-01-01,P020,4437
2021-01-01,P021,3193
2021-01-01,P022,5260
2021-01-01,P023,1018
2021-01-01,P024,1750
2021-01-01,P025,1240
2021-01-01,P026,1137
2021-01-01,P027,7249
2021-01-01,P028,5257
2021-01-01,P029,4543
2021-01-01,P030,4367
2021-01-01,P031,4048
2021-01-01,P032,8521
2021-01-01,P033,2071
2021-01-01,P034,7986
2021-01-01,P035,6758
2021-01-01,P036,7145
2021-01-01,P037,1814
2021-01-01,P038,4214
2021-01-01,P039,4294
2021-01-01,P040,8209
2021-02-01,P001,4700
2021-02-01,P002,16951
2021-02-01,P003,1094
2021-02-01,P004,11051
2021-02-01,P005,3920
2021-02-01,P006,2873
2021-02-01,P007,2047
2021-02-01,P008,1740
2021-02-01,P009,5416
2021-02-01,P010,10833
2021-02-01,P011,14434
2021-02-01,P012,2197
2021-02-01,P013,21066
2021-02-01,P014,3936
2021-02-01,P015,3408
2021-02-01,P016,3803
2021-02-01,P017,3841
2021-02-01,P018,2983
2021-02-01,P019,3012
2021-02-01,P020,3728
2021-02-01,P021,2518
2021-02-01,P022,3296
2021-02-01,P023,1723
2021-02-01,P024,3149
2021-02-01,P025,1303
2021-02-01,P026,733
2021-02-01,P027,7226
2021-02-01,P028,6496
2021-02-01,P029,2865
2021-02-01,P030,2725
2021-02-01,P031,5089
2021-02-01,P032,5355
2021-02-01,P033,7106
2021-02-01,P034,9995
2021-02-01,P035,5307
2021-02-01,P036,7065
2021-02-01,P037,2872
2021-02-01,P038,4822
2021-02-01,P039,2903
2021-02-01,P040,8559
2021-03-01,P001,3466
2021-03-01,P002,7389
2021-03-01,P003,1787
2021-03-01,P004,10891
2021-03-01,P005,4047
2021-03-01,P006,1608
2021-03-01,P007,3503
2021-03-01,P008,1811
2021-03-01,P009,2860
2021-03-01,P010,3549
2021-03-01,P011,14779
2021-03-01,P012,2891
2021-03-01,P013,13159
2021-03-01,P014,4738
2021-03-01,P015,4758
2021-03-01,P016,4344
2021-03-01,P017,4533
2021-03-01,P018,4027
2021-03-01,P019,4735
2021-03-01,P020,11360
2021-03-01,P021,2455
2021-03-01,P022,4068
2021-03-01,P023,1192
2021-03-01,P024,3692
2021-03-01,P025,1578
2021-03-01,P026,2408
2021-03-01,P027,1502
2021-03-01,P028,7981
2021-03-01,P029,7314
2021-03-01,P030,9591
2021-03-01,P031,3569
2021-03-01,P032,5961
2021-03-01,P033,5433
2021-03-01,P034,6953
2021-03-01,P035,8327
2021-03-01,P036,7801
2021-03-01,P037,3840
2021-03-01,P038,3871
2021-03-01,P039,5430
2021-03-01,P040,8072
2021-04-01,P001,4841
2021-04-01,P002,16090
2021-04-01,P003,1924
2021-04-01,P004,36008
2021-04-01,P005,3418
2021-04-01,P006,2831
2021-04-01,P007,1353
2021-04-01,P008,2071
2021-04-01,P009,3081
2021-04-01,P010,2956
2021-04-01,P011,14505
2021-04-01,P012,1774
2021-04-01,P013,28346
2021-04-01,P014,4331
2021-04-01,P015,3479
2021-04-01,P016,4361
2021-04-01,P017,3411
2021-04-01,P018,3843
2021-04-01,P019,3032
2021-04-01,P020,5624
2021-04-01,P021,4223
2021-04-01,P022,4589
2021-04-01,P023,1513
2021-04-01,P024,2537
2021-04-01,P025,1280
2021-04-01,P026,2048
2021-04-01,P027,8212
2021-04-01,P028,7903
2021-04-01,P029,8562
2021-04-01,P030,13424
2021-04-01,P031,4630
2021-04-01,P032,7389
2021-04-01,P033,10117
2021-04-01,P034,5435
2021-04-01,P035,4803
2021-04-01,P036,9663
2021-04-01,P037,2412
2021-04-01,P038,2365
2021-04-01,P039,3574
2021-04-01,P040,13575
2021-05-01,P001,6569
2021-05-01,P002,22011
2021-05-01,P003,2028
2021-05-01,P004,4283
2021-05-01,P005,2837
2021-05-01,P006,2827
2021-05-01,P007,1162
2021-05-01,P008,3089
2021-05-01,P009,4663
2021-05-01,P010,2893
2021-05-01,P011,12601
2021-05-01,P012,2161
2021-05-01,P013,15047
2021-05-01,P014,2882
2021-05-01,P015,5077
2021-05-01,P016,5664
2021-05-01,P017,5557
2021-05-01,P018,2904
2021-05-01,P019,801
2021-05-01,P020,3317
2021-05-01,P021,3393
2021-05-01,P022,3559
2021-05-01,P023,1433
2021-05-01,P024,3256
2021-05-01,P025,1885
2021-05-01,P026,1191
2021-05-01,P027,5907
2021-05-01,P028,6633
2021-05-01,P029,6323
2021-05-01,P030,7427
2021-05-01,P031,3275
2021-05-01,P032,13319
2021-05-01,P033,2639
2021-05-01,P034,7430
2021-05-01,P035,15013
2021-05-01,P036,8493
2021-05-01,P037,4917
2021-05-01,P038,2273
2021-05-01,P039,4803
2021-05-01,P040,9273
2021-06-01,P001,2102
2021-06-01,P002,22111
2021-06-01,P003,857
2021-06-01,P004,18791
2021-06-01,P005,4277
2021-06-01,P006,4201
2021-06-01,P007,3493
2021-06-01,P008,1057
2021-06-01,P009,7004
2021-06-01,P010,7721
2021-06-01,P011,20693
2021-06-01,P012,1483
2021-06-01,P013,17931
2021-06-01,P014,2154
2021-06-01,P015,4416
2021-06-01,P016,4333
2021-06-01,P017,5096
2021-06-01,P018,3377
2021-06-01,P019,8495
2021-06-01,P020,6958
2021-06-01,P021,4414
2021-06-01,P022,3141
2021-06-01,P023,1576
2021-06-01,P024,2513
2021-06-01,P025,1843
2021-06-01,P026,2086
2021-06-01,P027,4110
2021-06-01,P028,7576
2021-06-01,P029,7794
2021-06-01,P030,9790
2021-06-01,P031,4414
2021-06-01,P032,6947
2021-06-01,P033,7066
2021-06-01,P034,4974
2021-06-01,P035,7289
2021-06-01,P036,10690
2021-06-01,P037,1052
2021-06-01,P038,3240
2021-06-01,P039,1574
2021-06-01,P040,12006
2021-07-01,P001,3114
2021-07-01,P002,9192
2021-07-01,P003,1511
2021-07-01,P004,9625
2021-07-01,P005,2743
2021-07-01,P006,2189
2021-07-01,P007,2336
2021-07-01,P008,1724
2021-07-01,P009,3824
2021-07-01,P010,4199
2021-07-01,P011,3485
2021-07-01,P012,1092
2021-07-01,P013,8621
2021-07-01,P014,3413
2021-07-01,P015,3484
2021-07-01,P016,3321
2021-07-01,P017,6496
2021-07-01,P018,3605
2021-07-01,P019,2555
2021-07-01,P020,5052
2021-07-01,P021,3046
2021-07-01,P022,4074
2021-07-01,P023,1456
2021-07-01,P024,2353
2021-07-01,P025,1409
2021-07-01,P026,1875
2021-07-01,P027,11244
2021-07-01,P028,5708
2021-07-01,P029,9076
2021-07-01,P030,17548
2021-07-01,P031,2031
2021-07-01,P032,8620
2021-07-01,P033,4138
2021-07-01,P034,4396
2021-07-01,P035,13690
2021-07-01,P036,6819
2021-07-01,P037,1860
2021-07-01,P038,2389
2021-07-01,P039,4853
2021-07-01,P040,8919
2021-08-01,P001,3078
2021-08-01,P002,17529
2021-08-01,P003,1053
2021-08-01,P004,18677
2021-08-01,P005,3607
2021-08-01,P006,2431
2021-08-01,P007,2083
2021-08-01,P008,1585
2021-08-01,P009,5106
2021-08-01,P010,2411
2021-08-01,P011,13956
2021-08-01,P012,1445
2021-08-01,P013,19672
2021-08-01,P014,3193
2021-08-01,P015,4655
2021-08-01,P016,1778
2021-08-01,P017,6907
2021-08-01,P018,3601
2021-08-01,P019,2193
2021-08-01,P020,5201
2021-08-01,P021,3733
2021-08-01,P022,5003
2021-08-01,P023,1019
2021-08-01,P024,2376
2021-08-01,P025,1553
2021-08-01,P026,1659
2021-08-01,P027,5545
2021-08-01,P028,6031
2021-08-01,P029,4569
2021-08-01,P030,11516
2021-08-01,P031,1666
2021-08-01,P032,8748
2021-08-01,P033,2993
2021-08-01,P034,2636
2021-08-01,P035,5433
2021-08-01,P036,10187
2021-08-01,P037,2338
2021-08-01,P038,2707
2021-08-01,P039,4661
2021-08-01,P040,6366
2021-09-01,P001,3224
2021-09-01,P002,12566
2021-09-01,P003,1243
2021-09-01,P004,10299
2021-09-01,P005,5092
2021-09-01,P006,1934
2021-09-01,P007,877
2021-09-01,P008,1622
2021-09-01,P009,2276
2021-09-01,P010,1528
2021-09-01,P011,12167
2021-09-01,P012,1998
2021-09-01,P013,10688
2021-09-01,P014,1968
2021-09-01,P015,4574
2021-09-01,P016,7394
2021-09-01,P017,5180
2021-09-01,P018,3062
2021-09-01,P019,3195
2021-09-01,P020,5902
2021-09-01,P021,2688
2021-09-01,P022,2456
2021-09-01,P023,1009
2021-09-01,P024,2503
2021-09-01,P025,1083
2021-09-01,P026,2115
2021-09-01,P027,4977
2021-09-01,P028,7727
2021-09-01,P029,3044
2021-09-01,P030,8504
2021-09-01,P031,2893
2021-09-01,P032,3909
2021-09-01,P033,8006
2021-09-01,P034,5270
2021-09-01,P035,5475
2021-09-01,P036,12737
2021-09-01,P037,2262
2021-09-01,P038,1834
2021-09-01,P039,4488
2021-09-01,P040,10323
2021-10-01,P001,2595
2021-10-01,P002,11178
2021-10-01,P003,893
2021-10-01,P004,10210
2021-10-01,P005,2280
2021-10-01,P006,2520
2021-10-01,P007,1185
2021-10-01,P008,1059
2021-10-01,P009,2803
2021-10-01,P010,2520
2021-10-01,P011,6957
2021-10-01,P012,3069
2021-10-01,P013,17251
2021-10-01,P014,2167
2021-10-01,P015,4972
2021-10-01,P016,3544
2021-10-01,P017,2295
2021-10-01,P018,1787
2021-10-01,P019,4771
2021-10-01,P020,4985
2021-10-01,P021,2412
2021-10-01,P022,3143
2021-10-01,P023,1247
2021-10-01,P024,3042
2021-10-01,P025,1320
2021-10-01,P026,1793
2021-10-01,P027,7969
2021-10-01,P028,4734
2021-10-01,P029,6925
2021-10-01,P030,5530
2021-10-01,P031,3419
2021-10-01,P032,4357
2021-10-01,P033,5821
2021-10-01,P034,5997
2021-10-01,P035,5527
2021-10-01,P036,7305
2021-10-01,P037,1791
2021-10-01,P038,3521
2021-10-01,P039,2053
2021-10-01,P040,5855
2021-11-01,P001,2636
2021-11-01,P002,16673
2021-11-01,P003,2972
2021-11-01,P004,2919
2021-11-01,P005,1896
2021-11-01,P006,3905
2021-11-01,P007,2886
2021-11-01,P008,1512
2021-11-01,P009,3972
2021-11-01,P010,2929
2021-11-01,P011,9730
2021-11-01,P012,1539
2021-11-01,P013,12644
2021-11-01,P014,1098
2021-11-01,P015,3141
2021-11-01,P016,3132
2021-11-01,P017,4706
2021-11-01,P018,1870
2021-11-01,P019,3245
2021-11-01,P020,5501
2021-11-01,P021,2412
2021-11-01,P022,4417
2021-11-01,P023,879
2021-11-01,P024,2344
2021-11-01,P025,1442
2021-11-01,P026,1150
2021-11-01,P027,5991
2021-11-01,P028,7287
2021-11-01,P029,2985
2021-11-01,P030,7659
2021-11-01,P031,2801
2021-11-01,P032,5466
2021-11-01,P033,3859
2021-11-01,P034,3878
2021-11-01,P035,3845
2021-11-01,P036,6754
2021-11-01,P037,1846
2021-11-01,P038,2385
2021-11-01,P039,3480
2021-11-01,P040,10303
2021-12-01,P001,1142
2021-12-01,P002,15060
2021-12-01,P003,1280
2021-12-01,P004,8131
2021-12-01,P005,2215
2021-12-01,P006,1794
2021-12-01,P007,1045
2021-12-01,P008,2536
2021-12-01,P009,7195
2021-12-01,P010,1777
2021-12-01,P011,14658
2021-12-01,P012,2562
2021-12-01,P013,13377
2021-12-01,P014,1523
2021-12-01,P015,4446
2021-12-01,P016,5081
2021-12-01,P017,5044
2021-12-01,P018,2411
2021-12-01,P019,5649
2021-12-01,P020,4606
2021-12-01,P021,4051
2021-12-01,P022,3444
2021-12-01,P023,1779
2021-12-01,P024,1598
2021-12-01,P025,1630
2021-12-01,P026,3358
2021-12-01,P027,10348
2021-12-01,P028,5274
2021-12-01,P029,3569
2021-12-01,P030,6740
2021-12-01,P031,2367
2021-12-01,P032,3485
2021-12-01,P033,7057
2021-12-01,P034,8663
2021-12-01,P035,6553
2021-12-01,P036,8922
2021-12-01,P037,1497
2021-12-01,P038,4446
2021-12-01,P039,2951
2021-12-01,P040,7127
2022-01-01,P001,3223
2022-01-01,P002,16906
2022-01-01,P003,1679
2022-01-01,P004,9786
2022-01-01,P005,3460
2022-01-01,P006,2218
2022-01-01,P007,1961
2022-01-01,P008,2931
2022-01-01,P009,4360
2022-01-01,P010,1339
2022-01-01,P011,12656
2022-01-01,P012,1183
2022-01-01,P013,8705
2022-01-01,P014,1787
2022-01-01,P015,4532
2022-01-01,P016,2172
2022-01-01,P017,4327
2022-01-01,P018,3651
2022-01-01,P019,4171
2022-01-01,P020,3193
2022-01-01,P021,4503
2022-01-01,P022,3548
2022-01-01,P023,1203
2022-01-01,P024,2537
2022-01-01,P025,1047
2022-01-01,P026,1297
2022-01-01,P027,5546
2022-01-01,P028,6847
2022-01-01,P029,8640
2022-01-01,P030,10411
2022-01-01,P031,3046
2022-01-01,P032,3723
2022-01-01,P033,8671
2022-01-01,P034,7268
2022-01-01,P035,6851
2022-01-01,P036,11258
2022-01-01,P037,2747
2022-01-01,P038,1826
2022-01-01,P039,2572
2022-01-01,P040,12094
2022-02-01,P001,5027
2022-02-01,P002,5157
2022-02-01,P003,916
2022-02-01,P004,13330
2022-02-01,P005,3547
2022-02-01,P006,2501
2022-02-01,P007,2699
2022-02-01,P008,1632
2022-02-01,P009,2432
2022-02-01,P010,3439
2022-02-01,P011,17134
2022-02-01,P012,2703
2022-02-01,P013,16587
2022-02-01,P014,2989
2022-02-01,P015,2490
2022-02-01,P016,5611
2022-02-01,P017,4699
2022-02-01,P018,4877
2022-02-01,P019,2941
2022-02-01,P020,6729
2022-02-01,P021,3798
2022-02-01,P022,5421
2022-02-01,P023,1051
2022-02-01,P024,2140
2022-02-01,P025,1750
2022-02-01,P026,1861
2022-02-01,P027,10678
2022-02-01,P028,13766
2022-02-01,P029,2151
2022-02-01,P030,8790
2022-02-01,P031,4274
2022-02-01,P032,8999
2022-02-01,P033,7059
2022-02-01,P034,10899
2022-02-01,P035,8869
2022-02-01,P036,9952
2022-02-01,P037,2397
2022-02-01,P038,6448
2022-02-01,P039,6863
2022-02-01,P040,7084
2022-03-01,P001,3532
2022-03-01,P002,28883
2022-03-01,P003,1581
2022-03-01,P004,8660
2022-03-01,P005,4708
2022-03-01,P006,3237
2022-03-01,P007,2520
2022-03-01,P008,1740
2022-03-01,P009,3343
2022-03-01,P010,2591
2022-03-01,P011,10330
2022-03-01,P012,3025
2022-03-01,P013,18643
2022-03-01,P014,5245
2022-03-01,P015,4968
2022-03-01,P016,5141
2022-03-01,P017,3363
2022-03-01,P018,2366
2022-03-01,P019,2224
2022-03-01,P020,4323
2022-03-01,P021,2794
2022-03-01,P022,4298
2022-03-01,P023,2617
2022-03-01,P024,2083
2022-03-01,P025,3143
2022-03-01,P026,1967
2022-03-01,P027,11939
2022-03-01,P028,7141
2022-03-01,P029,7561
2022-03-01,P030,19248
2022-03-01,P031,2328
2022-03-01,P032,10201
2022-03-01,P033,8766
2022-03-01,P034,5486
2022-03-01,P035,8144
2022-03-01,P036,6443
