month,product_id,forecast_units
2020-04-01,P038,2551
2020-04-01,P039,1982
2020-04-01,P040,8567
2020-05-01,P001,2033
2020-05-01,P002,5133
2020-05-01,P003,617
2020-05-01,P004,8854
2020-05-01,P005,1854
2020-05-01,P006,1910
2020-05-01,P007,2641
2020-05-01,P008,1923
2020-05-01,P009,2353
2020-05-01,P010,1997
2020-05-01,P011,7586
2020-05-01,P012,1285
2020-05-01,P013,6448
2020-05-01,P014,2356
2020-05-01,P015,2544
2020-05-01,P016,2249
2020-05-01,P017,3419
2020-05-01,P018,1523
2020-05-01,P019,1771
2020-05-01,P020,3231
2020-05-01,P021,2460
2020-05-01,P022,2903
2020-05-01,P023,1023
2020-05-01,P024,1077
2020-05-01,P025,1035
2020-05-01,P026,2197
2020-05-01,P027,5677
2020-05-01,P028,4477
2020-05-01,P029,3395
2020-05-01,P030,6156
2020-05-01,P031,2423
2020-05-01,P032,2683
2020-05-01,P033,6005
2020-05-01,P034,4539
2020-05-01,P035,5778
2020-05-01,P036,4404
2020-05-01,P037,1332
2020-05-01,P038,2985
2020-05-01,P039,2629
2020-05-01,P040,8667
2020-06-01,P001,2812
2020-06-01,P002,4528
2020-06-01,P003,861
2020-06-01,P004,6142
2020-06-01,P005,1800
2020-06-01,P006,1323
2020-06-01,P007,1038
2020-06-01,P008,1342
2020-06-01,P009,3111
2020-06-01,P010,2066
2020-06-01,P011,6806
2020-06-01,P012,1742
2020-06-01,P013,9049
2020-06-01,P014,2228
2020-06-01,P015,2782
2020-06-01,P016,2995
2020-06-01,P017,5221
2020-06-01,P018,1771
2020-06-01,P019,4142
2020-06-01,P020,4539
2020-06-01,P021,1466
2020-06-01,P022,2825
2020-06-01,P023,877
2020-06-01,P024,1635
2020-06-01,P025,1002
2020-06-01,P026,924
2020-06-01,P027,4083
2020-06-01,P028,2586
2020-06-01,P029,3747
2020-06-01,P030,6008
2020-06-01,P031,2422
2020-06-01,P032,3713
2020-06-01,P033,3270
2020-06-01,P034,2440
2020-06-01,P035,3517
2020-06-01,P036,4649
2020-06-01,P037,1558
2020-06-01,P038,1325
2020-06-01,P039,2184
2020-06-01,P040,7541
2020-07-01,P001,2098
2020-07-01,P002,6281
2020-07-01,P003,656
2020-07-01,P004,5686
2020-07-01,P005,1025
2020-07-01,P006,1478
2020-07-01,P007,1510
2020-07-01,P008,1296
2020-07-01,P009,1694
2020-07-01,P010,2322
2020-07-01,P011,6875
2020-07-01,P012,1059
2020-07-01,P013,4601
2020-07-01,P014,1404
2020-07-01,P015,987
2020-07-01,P016,1859
2020-07-01,P017,4081
2020-07-01,P018,1448
2020-07-01,P019,2339
2020-07-01,P020,5216
2020-07-01,P021,2843
2020-07-01,P022,1725
2020-07-01,P023,1054
2020-07-01,P024,1374
2020-07-01,P025,558
2020-07-01,P026,1387
2020-07-01,P027,3351
2020-07-01,P028,1902
2020-07-01,P029,4693
2020-07-01,P030,8866
2020-07-01,P031,2007
2020-07-01,P032,1584
2020-07-01,P033,5290
2020-07-01,P034,2689
2020-07-01,P035,6084
2020-07-01,P036,4297
2020-07-01,P037,964
2020-07-01,P038,1997
2020-07-01,P039,1828
2020-07-01,P040,5055
2020-08-01,P001,1992
2020-08-01,P002,5807
2020-08-01,P003,633
2020-08-01,P004,6346
2020-08-01,P005,2057
2020-08-01,P006,1105
2020-08-01,P007,2029
2020-08-01,P008,1109
2020-08-01,P009,1437
2020-08-01,P010,2053
2020-08-01,P011,6213
2020-08-01,P012,1679
2020-08-01,P013,8590
2020-08-01,P014,1418
2020-08-01,P015,2026
2020-08-01,P016,3667
2020-08-01,P017,4536
2020-08-01,P018,1319
2020-08-01,P019,2123
2020-08-01,P020,4211
2020-08-01,P021,956
2020-08-01,P022,1929
2020-08-01,P023,734
2020-08-01,P024,1649
2020-08-01,P025,554
2020-08-01,P026,867
2020-08-01,P027,2605
2020-08-01,P028,2213
2020-08-01,P029,3294
2020-08-01,P030,5187
2020-08-01,P031,2359
2020-08-01,P032,4437
2020-08-01,P033,3524
2020-08-01,P034,3112
2020-08-01,P035,3623
2020-08-01,P036,2060
2020-08-01,P037,1260
2020-08-01,P038,2065
2020-08-01,P039,1522
2020-08-01,P040,6651
2020-09-01,P001,1519
2020-09-01,P002,6960
2020-09-01,P003,1126
2020-09-01,P004,4990
2020-09-01,P005,1482
2020-09-01,P006,969
2020-09-01,P007,1821
2020-09-01,P008,1170
2020-09-01,P009,1787
2020-09-01,P010,1708
2020-09-01,P011,6244
2020-09-01,P012,1351
2020-09-01,P013,6719
2020-09-01,P014,1811
2020-09-01,P015,1926
2020-09-01,P016,2404
2020-09-01,P017,3230
2020-09-01,P018,1430
2020-09-01,P019,2378
2020-09-01,P020,2127
2020-09-01,P021,1907
2020-09-01,P022,1000
2020-09-01,P023,614
2020-09-01,P024,1880
2020-09-01,P025,650
2020-09-01,P026,1096
2020-09-01,P027,2904
2020-09-01,P028,1317
2020-09-01,P029,4218
2020-09-01,P030,8462
2020-09-01,P031,1934
2020-09-01,P032,2569
2020-09-01,P033,4450
2020-09-01,P034,2093
2020-09-01,P035,3012
2020-09-01,P036,3714
2020-09-01,P037,1096
2020-09-01,P038,1758
2020-09-01,P039,2001
2020-09-01,P040,6277
2020-10-01,P001,1635
2020-10-01,P002,8482
2020-10-01,P003,533
2020-10-01,P004,5201
2020-10-01,P005,898
2020-10-01,P006,1221
2020-10-01,P007,1236
2020-10-01,P008,1201
2020-10-01,P009,1922
2020-10-01,P010,2907
2020-10-01,P011,6097
2020-10-01,P012,1416
2020-10-01,P013,7680
2020-10-01,P014,1874
2020-10-01,P015,1115
2020-10-01,P016,1992
2020-10-01,P017,3058
2020-10-01,P018,468
2020-10-01,P019,2393
2020-10-01,P020,4208
2020-10-01,P021,1682
2020-10-01,P022,993
2020-10-01,P023,710
2020-10-01,P024,1030
2020-10-01,P025,629
2020-10-01,P026,807
2020-10-01,P027,3849
2020-10-01,P028,2919
2020-10-01,P029,3512
2020-10-01,P030,6361
2020-10-01,P031,1475
2020-10-01,P032,4721
2020-10-01,P033,4326
2020-10-01,P034,4476
2020-10-01,P035,4232
2020-10-01,P036,4699
2020-10-01,P037,1188
2020-10-01,P038,1899
2020-10-01,P039,1502
2020-10-01,P040,4614
2020-11-01,P001,1876
2020-11-01,P002,4699
2020-11-01,P003,697
2020-11-01,P004,4930
2020-11-01,P005,1176
2020-11-01,P006,1019
2020-11-01,P007,1298
2020-11-01,P008,1277
2020-11-01,P009,1809
2020-11-01,P010,2099
2020-11-01,P011,5186
2020-11-01,P012,1716
2020-11-01,P013,6179
2020-11-01,P014,1408
2020-11-01,P015,1935
2020-11-01,P016,1858
2020-11-01,P017,2634
2020-11-01,P018,1830
2020-11-01,P019,1976
2020-11-01,P020,5450
2020-11-01,P021,2371
2020-11-01,P022,1775
2020-11-01,P023,814
2020-11-01,P024,984
2020-11-01,P025,692
2020-11-01,P026,849
2020-11-01,P027,3527
2020-11-01,P028,2866
2020-11-01,P029,4708
2020-11-01,P030,5320
2020-11-01,P031,1425
2020-11-01,P032,1903
2020-11-01,P033,5765
2020-11-01,P034,1657
2020-11-01,P035,2585
2020-11-01,P036,5368
2020-11-01,P037,860
2020-11-01,P038,1564
2020-11-01,P039,1496
2020-11-01,P040,4388
2020-12-01,P001,1933
2020-12-01,P002,6139
2020-12-01,P003,384
2020-12-01,P004,6824
2020-12-01,P005,1139
2020-12-01,P006,1317
2020-12-01,P007,1463
2020-12-01,P008,1179
2020-12-01,P009,2272
2020-12-01,P010,2260
2020-12-01,P011,7468
2020-12-01,P012,1070
2020-12-01,P013,4483
2020-12-01,P014,1627
2020-12-01,P015,2091
2020-12-01,P016,1814
2020-12-01,P017,3132
2020-12-01,P018,1085
2020-12-01,P019,1527
2020-12-01,P020,5124
2020-12-01,P021,1309
2020-12-01,P022,1545
2020-12-01,P023,1037
2020-12-01,P024,1259
2020-12-01,P025,611
2020-12-01,P026,1722
2020-12-01,P027,4456
2020-12-01,P028,3501
2020-12-01,P029,3972
2020-12-01,P030,5682
2020-12-01,P031,2157
2020-12-01,P032,2091
2020-12-01,P033,2275
2020-12-01,P034,3944
2020-12-01,P035,5634
2020-12-01,P036,3784
2020-12-01,P037,1018
2020-12-01,P038,2067
2020-12-01,P039,2052
2020-12-01,P040,5320
2021-01-01,P001,1437
2021-01-01,P002,8541
2021-01-01,P003,706
2021-01-01,P004,4304
2021-01-01,P005,1148
2021-01-01,P006,1400
2021-01-01,P007,1238
2021-01-01,P008,1205
2021-01-01,P009,1943
2021-01-01,P010,2502
2021-01-01,P011,5541
2021-01-01,P012,1715
2021-01-01,P013,4793
2021-01-01,P014,2723
2021-01-01,P015,2078
2021-01-01,P016,3062
2021-01-01,P017,2775
2021-01-01,P018,1689
2021-01-01,P019,2463
2021-01-01,P020,3514
2021-01-01,P021,2611
2021-01-01,P022,2425
2021-01-01,P023,757
2021-01-01,P024,1203
2021-01-01,P025,621
2021-01-01,P026,762
2021-01-01,P027,4555
2021-01-01,P028,3891
2021-01-01,P029,2915
2021-01-01,P030,4774
2021-01-01,P031,1697
2021-01-01,P032,3291
2021-01-01,P033,2303
2021-01-01,P034,3610
2021-01-01,P035,4779
2021-01-01,P036,3559
2021-01-01,P037,818
2021-01-01,P038,2746
2021-01-01,P039,2353
2021-01-01,P040,9194
2021-02-01,P001,2237
2021-02-01,P002,7496
2021-02-01,P003,927
2021-02-01,P004,6547
2021-02-01,P005,1986
2021-02-01,P006,1396
2021-02-01,P007,1759
2021-02-01,P008,1257
2021-02-01,P009,1914
2021-02-01,P010,3212
2021-02-01,P011,8148
2021-02-01,P012,1630
2021-02-01,P013,8473
2021-02-01,P014,2394
2021-02-01,P015,1850
2021-02-01,P016,2328
2021-02-01,P017,1954
2021-02-01,P018,1386
2021-02-01,P019,2779
2021-02-01,P020,2046
2021-02-01,P021,1501
2021-02-01,P022,1697
2021-02-01,P023,895
2021-02-01,P024,2925
2021-02-01,P025,682
2021-02-01,P026,1013
2021-02-01,P027,4802
2021-02-01,P028,4401
2021-02-01,P029,3730
2021-02-01,P030,5397
2021-02-01,P031,2240
2021-02-01,P032,2698
2021-02-01,P033,5851
2021-02-01,P034,6176
2021-02-01,P035,5927
2021-02-01,P036,3397
2021-02-01,P037,1269
2021-02-01,P038,1587
2021-02-01,P039,1778
2021-02-01,P040,4945
2021-03-01,P001,2570
2021-03-01,P002,8759
2021-03-01,P003,725
2021-03-01,P004,7932
2021-03-01,P005,2155
2021-03-01,P006,820
2021-03-01,P007,1238
2021-03-01,P008,1295
2021-03-01,P009,3341
2021-03-01,P010,2491
2021-03-01,P011,10023
2021-03-01,P012,1230
2021-03-01,P013,6714
2021-03-01,P014,2472
2021-03-01,P015,2106
2021-03-01,P016,2863
2021-03-01,P017,4252
2021-03-01,P018,1301
2021-03-01,P019,2430
2021-03-01,P020,5660
2021-03-01,P021,3755
2021-03-01,P022,1499
2021-03-01,P023,658
2021-03-01,P024,2303
2021-03-01,P025,946
2021-03-01,P026,1416
2021-03-01,P027,3443
2021-03-01,P028,3246
2021-03-01,P029,4235
2021-03-01,P030,10591
2021-03-01,P031,2640
2021-03-01,P032,3497
2021-03-01,P033,4786
2021-03-01,P034,4653
2021-03-01,P035,4620
2021-03-01,P036,3207
2021-03-01,P037,1908
2021-03-01,P038,2270
2021-03-01,P039,2596
2021-03-01,P040,5928
2021-04-01,P001,3433
2021-04-01,P002,9638
2021-04-01,P003,788
2021-04-01,P004,7248
2021-04-01,P005,1858
2021-04-01,P006,1625
2021-04-01,P007,2031
2021-04-01,P008,1725
2021-04-01,P009,1609
2021-04-01,P010,2792
2021-04-01,P011,5781
2021-04-01,P012,1699
2021-04-01,P013,8816
2021-04-01,P014,3156
2021-04-01,P015,3025
2021-04-01,P016,2833
2021-04-01,P017,5106
2021-04-01,P018,1784
2021-04-01,P019,3697
2021-04-01,P020,4558
2021-04-01,P021,3227
2021-04-01,P022,2519
2021-04-01,P023,910
2021-04-01,P024,1944
2021-04-01,P025,1148
2021-04-01,P026,2473
2021-04-01,P027,6518
2021-04-01,P028,3648
2021-04-01,P029,5475
2021-04-01,P030,8000
2021-04-01,P031,2332
2021-04-01,P032,3755
2021-04-01,P033,5237
2021-04-01,P034,1303
2021-04-01,P035,4965
2021-04-01,P036,4688
2021-04-01,P037,1405
2021-04-01,P038,1221
2021-04-01,P039,2131
2021-04-01,P040,8382
2021-05-01,P001,2604
2021-05-01,P002,7920
2021-05-01,P003,957
2021-05-01,P004,7867
2021-05-01,P005,1576
2021-05-01,P006,1553
2021-05-01,P007,1873
2021-05-01,P008,1814
2021-05-01,P009,3019
2021-05-01,P010,2260
2021-05-01,P011,5804
2021-05-01,P012,1838
2021-05-01,P013,9419
2021-05-01,P014,2178
2021-05-01,P015,1847
2021-05-01,P016,2694
2021-05-01,P017,3120
2021-05-01,P018,1499
2021-05-01,P019,3539
2021-05-01,P020,4379
2021-05-01,P021,2487
2021-05-01,P022,2603
2021-05-01,P023,827
2021-05-01,P024,1344
2021-05-01,P025,1056
2021-05-01,P026,1447
2021-05-01,P027,3800
2021-05-01,P028,2166
2021-05-01,P029,5215
2021-05-01,P030,8741
2021-05-01,P031,2191
2021-05-01,P032,5644
2021-05-01,P033,2743
2021-05-01,P034,5791
2021-05-01,P035,7083
2021-05-01,P036,5231
2021-05-01,P037,1264
2021-05-01,P038,3108
2021-05-01,P039,2022
2021-05-01,P040,7448
2021-06-01,P001,2738
2021-06-01,P002,11570
2021-06-01,P003,989
2021-06-01,P004,8005
2021-06-01,P005,1585
2021-06-01,P006,1251
2021-06-01,P007,1739
2021-06-01,P008,1324
2021-06-01,P009,2354
2021-06-01,P010,5159
2021-06-01,P011,11323
2021-06-01,P012,1207
2021-06-01,P013,9563
2021-06-01,P014,2183
2021-06-01,P015,1995
2021-06-01,P016,3111
2021-06-01,P017,3989
2021-06-01,P018,1213
2021-06-01,P019,2296
2021-06-01,P020,5171
2021-06-01,P021,2354
2021-06-01,P022,1292
2021-06-01,P023,976
2021-06-01,P024,1494
2021-06-01,P025,839
2021-06-01,P026,1553
2021-06-01,P027,6404
2021-06-01,P028,2465
2021-06-01,P029,5406
2021-06-01,P030,5217
2021-06-01,P031,2156
2021-06-01,P032,2554
2021-06-01,P033,5886
2021-06-01,P034,2640
2021-06-01,P035,4978
2021-06-01,P036,4913
2021-06-01,P037,1659
2021-06-01,P038,1908
2021-06-01,P039,1500
2021-06-01,P040,6441
2021-07-01,P001,2300
2021-07-01,P002,9062
2021-07-01,P003,637
2021-07-01,P004,8865
2021-07-01,P005,1892
2021-07-01,P006,919
2021-07-01,P007,1180
2021-07-01,P008,1109
2021-07-01,P009,1656
2021-07-01,P010,2647
2021-07-01,P011,6412
2021-07-01,P012,804
2021-07-01,P013,5047
2021-07-01,P014,1676
2021-07-01,P015,1766
2021-07-01,P016,2106
2021-07-01,P017,3749
2021-07-01,P018,1415
2021-07-01,P019,2749
2021-07-01,P020,3876
2021-07-01,P021,1758
2021-07-01,P022,2058
2021-07-01,P023,646
2021-07-01,P024,1984
2021-07-01,P025,938
2021-07-01,P026,1374
2021-07-01,P027,7131
2021-07-01,P028,2169
2021-07-01,P029,5028
2021-07-01,P030,6426
2021-07-01,P031,1892
2021-07-01,P032,3429
2021-07-01,P033,3613
2021-07-01,P034,4155
2021-07-01,P035,4516
2021-07-01,P036,6297
2021-07-01,P037,1094
2021-07-01,P038,2050
2021-07-01,P039,2342
2021-07-01,P040,8055
2021-08-01,P001,1982
2021-08-01,P002,12067
2021-08-01,P003,526
2021-08-01,P004,5975
2021-08-01,P005,1083
2021-08-01,P006,1038
2021-08-01,P007,1726
2021-08-01,P008,965
2021-08-01,P009,2231
2021-08-01,P010,1932
2021-08-01,P011,8665
2021-08-01,P012,1317
2021-08-01,P013,6880
2021-08-01,P014,1842
2021-08-01,P015,2474
2021-08-01,P016,1936
2021-08-01,P017,4748
2021-08-01,P018,1385
2021-08-01,P019,3482
2021-08-01,P020,2756
2021-08-01,P021,1860
2021-08-01,P022,2294
2021-08-01,P023,849
2021-08-01,P024,1212
2021-08-01,P025,753
2021-08-01,P026,1543
2021-08-01,P027,5425
2021-08-01,P028,2779
2021-08-01,P029,2673
2021-08-01,P030,6548
2021-08-01,P031,1208
2021-08-01,P032,3766
2021-08-01,P033,1172
2021-08-01,P034,2342
2021-08-01,P035,3782
2021-08-01,P036,5276
2021-08-01,P037,1427
2021-08-01,P038,1816
2021-08-01,P039,2917
2021-08-01,P040,5050
2021-09-01,P001,2146
2021-09-01,P002,5049
2021-09-01,P003,684
2021-09-01,P004,10003
2021-09-01,P005,1280
2021-09-01,P006,780
2021-09-01,P007,1211
2021-09-01,P008,1333
2021-09-01,P009,1575
2021-09-01,P010,1739
2021-09-01,P011,4006
2021-09-01,P012,1330
2021-09-01,P013,7597
2021-09-01,P014,1776
2021-09-01,P015,1840
2021-09-01,P016,2921
2021-09-01,P017,4207
2021-09-01,P018,1048
2021-09-01,P019,2041
2021-09-01,P020,4280
2021-09-01,P021,1555
2021-09-01,P022,1130
2021-09-01,P023,720
2021-09-01,P024,1052
2021-09-01,P025,695
2021-09-01,P026,880
2021-09-01,P027,6025
2021-09-01,P028,2420
2021-09-01,P029,5186
2021-09-01,P030,4159
2021-09-01,P031,1560
2021-09-01,P032,3570
2021-09-01,P033,4185
2021-09-01,P034,3020
2021-09-01,P035,4687
2021-09-01,P036,3773
2021-09-01,P037,1446
2021-09-01,P038,1927
2021-09-01,P039,1761
2021-09-01,P040,5490
2021-10-01,P001,1782
2021-10-01,P002,6730
2021-10-01,P003,711
2021-10-01,P004,5165
2021-10-01,P005,931
2021-10-01,P006,872
2021-10-01,P007,1995
2021-10-01,P008,986
2021-10-01,P009,2098
2021-10-01,P010,2159
2021-10-01,P011,5939
2021-10-01,P012,1345
2021-10-01,P013,5993
2021-10-01,P014,1355
2021-10-01,P015,2214
2021-10-01,P016,1984
2021-10-01,P017,2144
2021-10-01,P018,1471
2021-10-01,P019,2145
2021-10-01,P020,2717
2021-10-01,P021,2096
2021-10-01,P022,1642
2021-10-01,P023,960
2021-10-01,P024,1940
2021-10-01,P025,656
2021-10-01,P026,1582
2021-10-01,P027,4600
2021-10-01,P028,1621
2021-10-01,P029,3729
2021-10-01,P030,3804
2021-10-01,P031,1875
2021-10-01,P032,2829
2021-10-01,P033,5946
2021-10-01,P034,3566
2021-10-01,P035,2764
2021-10-01,P036,2230
2021-10-01,P037,1654
2021-10-01,P038,1655
2021-10-01,P039,1712
2021-10-01,P040,6237
2021-11-01,P001,1683
2021-11-01,P002,5772
2021-11-01,P003,809
2021-11-01,P004,4490
2021-11-01,P005,1675
2021-11-01,P006,1177
2021-11-01,P007,1384
2021-11-01,P008,861
2021-11-01,P009,1247
2021-11-01,P010,2311
2021-11-01,P011,8496
2021-11-01,P012,1342
2021-11-01,P013,5895
2021-11-01,P014,1389
2021-11-01,P015,1630
2021-11-01,P016,1645
2021-11-01,P017,4402
2021-11-01,P018,1230
2021-11-01,P019,3649
2021-11-01,P020,3391
2021-11-01,P021,1737
2021-11-01,P022,2018
2021-11-01,P023,784
2021-11-01,P024,1454
2021-11-01,P025,941
2021-11-01,P026,1297
2021-11-01,P027,5584
2021-11-01,P028,2046
2021-11-01,P029,3385
2021-11-01,P030,4097
2021-11-01,P031,1591
2021-11-01,P032,3406
2021-11-01,P033,4358
2021-11-01,P034,2161
2021-11-01,P035,3149
2021-11-01,P036,3846
2021-11-01,P037,539
2021-11-01,P038,1482
2021-11-01,P039,2115
2021-11-01,P040,7362
2021-12-01,P001,2209
2021-12-01,P002,6264
2021-12-01,P003,754
2021-12-01,P004,6935
2021-12-01,P005,1197
2021-12-01,P006,1157
2021-12-01,P007,1431
2021-12-01,P008,1271
2021-12-01,P009,1689
2021-12-01,P010,1451
2021-12-01,P011,3921
2021-12-01,P012,1691
2021-12-01,P013,6213
2021-12-01,P014,1367
2021-12-01,P015,2216
2021-12-01,P016,2485
2021-12-01,P017,3518
2021-12-01,P018,1399
2021-12-01,P019,3381
2021-12-01,P020,6314
2021-12-01,P021,1878
2021-12-01,P022,2570
2021-12-01,P023,989
2021-12-01,P024,2025
2021-12-01,P025,904
2021-12-01,P026,1957
2021-12-01,P027,5579
2021-12-01,P028,2076
2021-12-01,P029,4043
2021-12-01,P030,4680
2021-12-01,P031,1543
2021-12-01,P032,2702
2021-12-01,P033,4155
2021-12-01,P034,2946
2021-12-01,P035,5298
2021-12-01,P036,2554
2021-12-01,P037,1694
2021-12-01,P038,2282
2021-12-01,P039,1852
2021-12-01,P040,6413
2022-01-01,P001,2115
2022-01-01,P002,10006
2022-01-01,P003,840
2022-01-01,P004,7361
2022-01-01,P005,1205
2022-01-01,P006,933
2022-01-01,P007,1387
2022-01-01,P008,1528
2022-01-01,P009,2462
2022-01-01,P010,3093
2022-01-01,P011,6885
2022-01-01,P012,1794
2022-01-01,P013,3443
2022-01-01,P014,1719
2022-01-01,P015,2147
2022-01-01,P016,1800
2022-01-01,P017,4324
2022-01-01,P018,1235
2022-01-01,P019,4569
2022-01-01,P020,5756
2022-01-01,P021,2100
2022-01-01,P022,2029
2022-01-01,P023,841
2022-01-01,P024,2157
2022-01-01,P025,495
2022-01-01,P026,937
2022-01-01,P027,4743
2022-01-01,P028,2831
2022-01-01,P029,4686
2022-01-01,P030,7478
2022-01-01,P031,1859
2022-01-01,P032,3396
2022-01-01,P033,6120
2022-01-01,P034,2364
2022-01-01,P035,6831
2022-01-01,P036,4313
2022-01-01,P037,1397
2022-01-01,P038,2939
2022-01-01,P039,1870
2022-01-01,P040,5961
2022-02-01,P001,2525
2022-02-01,P002,3542
2022-02-01,P003,728
2022-02-01,P004,4860
2022-02-01,P005,1698
2022-02-01,P006,917
2022-02-01,P007,1346
2022-02-01,P008,1438
2022-02-01,P009,1894
2022-02-01,P010,3260
2022-02-01,P011,9758
2022-02-01,P012,968
2022-02-01,P013,5885
2022-02-01,P014,1958
2022-02-01,P015,1339
2022-02-01,P016,2346
2022-02-01,P017,2391
2022-02-01,P018,1057
2022-02-01,P019,2911
2022-02-01,P020,4409
2022-02-01,P021,1580
2022-02-01,P022,2301
2022-02-01,P023,1013
2022-02-01,P024,1104
2022-02-01,P025,575
2022-02-01,P026,1330
2022-02-01,P027,6544
2022-02-01,P028,3714
2022-02-01,P029,3914
2022-02-01,P030,5688
2022-02-01,P031,2306
2022-02-01,P032,3618
2022-02-01,P033,4931
2022-02-01,P034,4953
2022-02-01,P035,5052
2022-02-01,P036,1675
2022-02-01,P037,2086
2022-02-01,P038,3558
2022-02-01,P039,2428
2022-02-01,P040,5415
2022-03-01,P001,2073
2022-03-01,P002,9141
2022-03-01,P003,622
2022-03-01,P004,5835
2022-03-01,P005,1344
2022-03-01,P006,1261
2022-03-01,P007,2314
2022-03-01,P008,1364
2022-03-01,P009,2080
2022-03-01,P010,2337
2022-03-01,P011,6210
2022-03-01,P012,2269
2022-03-01,P013,8702
2022-03-01,P014,2137
2022-03-01,P015,2255
2022-03-01,P016,2299
2022-03-01,P017,3810
2022-03-01,P018,977
2022-03-01,P019,2751
2022-03-01,P020,2437
2022-03-01,P021,1543
2022-03-01,P022,1622
2022-03-01,P023,1210
2022-03-01,P024,1053
2022-03-01,P025,747
2022-03-01,P026,2304
2022-03-01,P027,6941
2022-03-01,P028,2711
2022-03-01,P029,4606
2022-03-01,P030,7849
2022-03-01,P031,2151
2022-03-01,P032,3701
2022-03-01,P033,6817
2022-03-01,P034,3573
2022-03-01,P035,3946
2022-03-01,P036,2595
2022-03-01,P037,1474
2022-03-01,P038,2785
2022-03-01,P039,1851
2022-03-01,P040,7034
2022-04-01,P001,2884
2022-04-01,P002,11457
2022-04-01,P003,1143
